mp_id,formula,host_cation,final_energy_per_atom,formation_energy_per_atom,band_gap,icsd_label,icsd_num,predict_emit,wave
mp-8224,Ca1Sn1F6,Ca,-5.242328706,-3.403323014,5.3881,TRUE,[35713],1.96321,631.61851
mp-4002,Li2Zr1F6,Zr,-6.021362519,-3.681093611,6.481,TRUE,"[16793, 2644]",1.96338,631.5651
mp-11980,Cs1Nb1F6,Nb,-5.894298185,-3.432600533,5.2111,TRUE,"[183851, 412444]",1.96485,631.09127
mp-753694,Li1V1F6,V,-5.171098181,-2.922385339,3.2309,FALSE,0,1.96495,631.05874
mp-1111271,K2Li1Mo1F6,Mo,-5.048836603,-3.001812843,4.4161,FALSE,0,1.96541,630.9111
mp-1207968,Tm2Hf2F14,Hf,-7.060701831,-4.329659937,6.8844,FALSE,0,1.96552,630.87646
mp-557686,Zr1V1F6,Zr,-6.757419319,-3.678859256,2.416,TRUE,"[94454, 73354]",1.96593,630.74536
mp-557938,Hf1V1F6,Hf,-7.032645636,-3.777899546,3.2301,TRUE,[94455],1.96593,630.74536
mp-1208269,Tb2Zr2F14,Zr,-6.826852554,-4.234805943,5.9384,FALSE,0,1.96603,630.71125
mp-1210837,Lu2Hf2F14,Hf,-7.059605913,-4.32355123,6.9578,FALSE,0,1.9664,630.59494
mp-757163,Li1V1F6,V,-5.193752556,-2.945039714,3.1595,FALSE,0,1.96667,630.50896
mp-1111028,Na2Li1Y1F6,Y,-5.419139391,-3.447407554,5.4306,FALSE,0,1.9667,630.4984
mp-7305,Sm2Zr2F14,Zr,-6.827972082,-4.226567689,5.8986,TRUE,[2874],1.9668,630.46629
mvc-14834,Ca1Ti1F6,Ti,-6.289631859,-3.964886146,4.7129,FALSE,0,1.967,630.40304
mp-759647,Li4W4F24,W,-5.307147182,-2.916406789,3.4687,FALSE,0,1.96702,630.39365
mp-1224622,Gd2Zr6F30,Zr,-7.336689156,-4.101878175,4.7385,FALSE,0,1.96709,630.37203
mp-1208332,Tb2Hf2F14,Hf,-7.072839421,-4.324183007,6.8555,FALSE,0,1.96724,630.32502
mp-1207764,W1N3F6,W,-4.625940428,-0.403291923,2.6671,FALSE,0,1.96734,630.29178
mp-27313,Nb4Se4F36,Nb,-5.214382606,-2.792334677,5.0491,TRUE,[9898],1.96737,630.28282
mp-1212491,Hf4N4F20,Hf,-6.25577828,-2.607052764,2.5976,FALSE,0,1.96743,630.2638
mp-505113,Ti2Sn12F32,Ti,-5.234549245,-2.836958522,2.7043,TRUE,[71234],1.96766,630.19103
mp-1222422,Lu2Zr6F30,Zr,-6.851861062,-4.119953856,5.555,FALSE,0,1.96771,630.17539
mp-1219817,Pr2Zr6F30,Zr,-6.84662189,-4.101033177,5.6568,FALSE,0,1.96775,630.16206
mp-1211094,Li2Ca2V2F12,Ca,-5.789876924,-3.568176633,2.6299,FALSE,0,1.96788,630.11893
mp-1205684,K1Sc1Tl2F6,Sc,-5.221872062,-3.135369247,4.8477,FALSE,0,1.96804,630.06809
mp-1209160,Rb2Sc2F8,Sc,-6.098287153,-3.913133979,5.9581,FALSE,0,1.96821,630.0156
mp-1212387,Gd2Hf2F14,Hf,-8.087721013,-4.289980584,4.4446,FALSE,0,1.96822,630.01057
mp-759960,Li6V6F36,V,-5.186730919,-2.938018076,2.4584,FALSE,0,1.96827,629.99327
mp-7922,Ca1Pd1F6,Ca,-4.6028249,-2.617530463,2.1437,TRUE,[26164],1.96834,629.97221
mp-22439,Li4Mo2F12,Mo,-5.216219283,-2.97640122,2.274,TRUE,[74565],1.96838,629.95889
mp-753861,Li4V2F12,V,-5.362058414,-3.151100014,2.1707,TRUE,[290252],1.96838,629.95889
mp-7603,Li4Ti2F12,Ti,-5.799420784,-3.5316195,4.3895,TRUE,[18313],1.96838,629.95889
mp-1110635,Na3Mo1F6,Mo,-4.839717005,-2.808907733,2.6015,FALSE,0,1.96839,629.95637
mp-755629,Li2V2F8,V,-5.727381778,-3.212257643,2.0607,FALSE,0,1.96839,629.95565
mp-18506,Sm4Zr4F28,Zr,-6.830321331,-4.228916938,6.0647,TRUE,[74961],1.9684,629.95479
mp-1207980,Tm2Zr2F14,Zr,-6.814521418,-4.240089326,5.8705,FALSE,0,1.96847,629.92988
mp-1210678,Lu2Zr2F14,Zr,-6.813451367,-4.234006487,5.8374,FALSE,0,1.96847,629.92988
mp-27315,Ca1Ti1F6,Ca,-6.298150334,-3.973404621,4.5826,FALSE,0,1.96849,629.92311
mp-753573,Li2V2F12,V,-5.194457228,-2.945744385,3.0818,FALSE,0,1.96864,629.87697
mp-1176528,Li2V2F12,V,-5.168470636,-2.919757793,3.3869,FALSE,0,1.96892,629.7868
mp-1209889,Nd2Hf2F14,Hf,-7.069485369,-4.305964832,6.8273,FALSE,0,1.96898,629.76614
mvc-10429,Ba4Ta4F28,Ta,-6.438664305,-3.780541946,3.9804,FALSE,0,1.96899,629.76544
mvc-10634,Ba4W4F28,W,-5.531690068,-3.244417838,3.276,FALSE,0,1.96899,629.76544
mp-1208876,Sm2Hf2F14,Hf,-7.071396908,-4.313382713,6.8303,FALSE,0,1.96899,629.76517
mp-10103,Li2Yb2Al2F12,Yb,-5.730823577,-3.965159046,7.692,TRUE,[411131],1.96903,629.75238
mp-1209895,Nd2Zr2F14,Zr,-6.823420794,-4.21651006,5.9106,FALSE,0,1.9691,629.72981
mp-1025456,Ca1Zr1F6,Ca,-6.55304378,-4.146771991,6.6538,FALSE,0,1.96934,629.65366
mvc-14678,Mg1Ti1F6,Ti,-6.074720976,-3.800640242,4.6176,FALSE,0,1.9694,629.6343
mp-753338,Li1V1F4,V,-5.666050667,-3.150926532,2.1698,FALSE,0,1.96948,629.60923
mp-1212965,Er2Zr2F14,Zr,-6.819459961,-4.234818604,5.8927,FALSE,0,1.96971,629.53358
mp-1212068,Ho2Zr2F14,Zr,-6.819483272,-4.233209686,5.8572,FALSE,0,1.97004,629.42902
mp-1212129,Ho2Hf2F14,Hf,-7.068003671,-4.325120283,6.8874,FALSE,0,1.97004,629.42902
mp-12829,Li2Ca2Ga2F12,Ca,-5.201570639,-3.463849242,6.4052,TRUE,[152300],1.97015,629.39299
mp-6134,Li2Ca2Al2F12,Ca,-5.68931567,-3.871874294,7.6492,TRUE,"[39699, 150332, 150333, 39700, 25022]",1.97015,629.39299
mp-1212860,Dy2Zr2F14,Zr,-6.824007193,-4.235024944,5.9275,FALSE,0,1.97023,629.36907
mp-1212842,Dy2Hf2F14,Hf,-7.069759015,-4.324166964,6.8513,FALSE,0,1.97055,629.26457
mp-777453,Li4V4F24,V,-5.158434623,-2.90972178,3.1429,FALSE,0,1.97064,629.23637
mp-1111060,K1Na2Al1F6,K,-4.871214211,-3.251424294,5.1973,FALSE,0,1.97071,629.21404
mp-1208625,Sr2Li2V2F12,Sr,-5.761120033,-3.574542678,2.6226,FALSE,0,1.97102,629.11716
mp-1212520,Gd2Zr2F14,Zr,-7.841672883,-4.200542256,4.4744,FALSE,0,1.97117,629.06658
mp-1541477,Ca1Mo1F6,Ca,-5.6363906,-3.343126011,2.5018,FALSE,0,1.97146,628.97563
mvc-11781,Ca1Ti2F10,Ti,-6.315283987,-3.831332172,4.1189,FALSE,0,1.97149,628.96592
mvc-15846,Ca1W1F6,W,-5.771954904,-3.369129884,3.74,FALSE,0,1.97159,628.9346
mp-1213061,Er2Hf2F14,Hf,-7.065363826,-4.324112666,6.8586,FALSE,0,1.97179,628.87076
mp-555970,Na1Tl2Mo1F6,Mo,-4.800452633,-2.561619791,3.1332,TRUE,[15776],1.97188,628.84204
mp-759186,Li4V4F20,V,-5.382268501,-3.01937939,2.0682,FALSE,0,1.97189,628.83798
mp-1208619,Sr2Li2Ga2F12,Sr,-5.174479179,-3.471880719,6.3542,FALSE,0,1.97214,628.7585
mp-753236,Li5V1F8,V,-5.181430409,-3.143976684,2.5609,FALSE,0,1.9724,628.67612
mp-10402,Ti1Tl2F6,Ti,-5.426557579,-3.057929566,3.9155,TRUE,[410802],1.97257,628.62132
mp-560963,Rb2Na1Mo1F6,Mo,-4.945840706,-2.983429679,4.1582,TRUE,[15774],1.97275,628.5632
mvc-10605,Ba4Mg4W4F28,W,-5.643557666,-3.424984654,3.9944,FALSE,0,1.97289,628.51804
mp-754766,Li1V1F4,V,-5.663677383,-3.148553249,2.2272,FALSE,0,1.97313,628.44202
mp-1215756,Zr6Bi2F30,Zr,-6.447352418,-3.748651328,5.2489,FALSE,0,1.97334,628.37499
mvc-15861,Mg1W1F6,W,-5.559171598,-3.207011557,3.7421,FALSE,0,1.97353,628.31705
mp-760803,Li8V8F40,V,-5.463369407,-3.100480296,2.073,FALSE,0,1.9736,628.29262
mvc-10629,Ba4Ca4W4F28,W,-5.778281815,-3.51917682,3.9033,FALSE,0,1.9736,628.29337
mvc-10623,Ba4Zn4W4F28,W,-5.249287277,-3.064767908,3.1929,FALSE,0,1.97367,628.27078
mp-765894,Li5V1F8,V,-5.189988029,-3.152534304,2.483,FALSE,0,1.97393,628.18854
mp-1025456,Ca1Zr1F6,Zr,-6.55304378,-4.146771991,6.6538,FALSE,0,1.974,628.16664
mp-1198141,Ta4Cd4B4F40,Ta,-5.838591023,-3.226679574,5.5369,TRUE,[422897],1.97406,628.14687
mp-28778,K4Sc4F16,Sc,-6.121921183,-3.915123863,6.0976,TRUE,[72736],1.9741,628.13336
mp-20463,Ca1Pb1F6,Ca,-4.834275704,-3.032385609,3.4631,TRUE,[25522],1.97432,628.06393
mp-756012,Li2V2F8,V,-5.660592702,-3.145468567,2.4245,FALSE,0,1.9744,628.04005
mvc-14218,Ca2W2F10,W,-5.809308092,-3.27029078,3.4285,FALSE,0,1.97441,628.03691
mp-753567,Li2V2F12,V,-5.192325244,-2.943612401,3.2557,FALSE,0,1.97447,628.01566
mp-1207624,Y2Zr2F14,Zr,-7.013524228,-4.217910393,5.9222,FALSE,0,1.97448,628.01278
mp-1207615,Y2Hf2F14,Hf,-7.259630291,-4.307406653,6.7925,FALSE,0,1.97448,628.01278
mp-14088,Rb2Pd1F6,Pd,-4.162746124,-2.402987929,2.3181,TRUE,[28675],1.97466,627.95771
mp-765497,Li4V4F16,V,-5.724245257,-3.209121123,2.06,FALSE,0,1.97476,627.92586
mp-1209572,Pr2Hf2F14,Hf,-7.066098193,-4.30116033,6.8266,FALSE,0,1.97476,627.92485
mp-560959,K1Tl2Mo1F6,Mo,-4.757925662,-2.540305454,2.5946,TRUE,[15775],1.97478,627.91665
mp-753628,Li2V2F12,V,-5.197062895,-2.948350052,3.0899,FALSE,0,1.97506,627.8277
mp-754337,Li2V2F8,V,-5.719942477,-3.204818343,2.4301,FALSE,0,1.97507,627.82604
mp-754895,Li2V2F8,V,-5.730252806,-3.215128671,2.4352,FALSE,0,1.9751,627.81714
mp-753675,Li1V1F4,V,-5.727923152,-3.212799017,2.1042,FALSE,0,1.9752,627.78492
mp-1210449,Na4Mg2V2F14,V,-5.315925373,-3.33632633,2.5192,FALSE,0,1.97522,627.77799
mp-1111026,K1Na2Sc1F6,Sc,-5.226633928,-3.348154684,5.0397,FALSE,0,1.97542,627.71466
mp-1205541,Na1Sc1Tl2F6,Sc,-5.262151746,-3.154436296,4.7641,FALSE,0,1.97565,627.64191
mp-1209683,Rb8Ca8Be12F48,Ca,-5.517375505,-3.697151604,6.8193,FALSE,0,1.97566,627.63763
mp-767605,Li8V4F20,V,-5.479838294,-3.173694964,2.488,FALSE,0,1.9758,627.5936
mp-761168,Li4V4F24,V,-5.174890839,-2.926177996,3.3307,FALSE,0,1.97581,627.59112
mp-755244,Li2V2F8,V,-5.720998348,-3.205874214,2.1951,FALSE,0,1.9759,627.56245
mp-1113958,K1Na2Mo1F6,Mo,-4.751489467,-2.74189283,2.0919,FALSE,0,1.97617,627.47651
mp-755686,Li4V2F12,V,-5.28997696,-3.079018559,2.2042,FALSE,0,1.97617,627.47795
mp-753568,Li2V2F8,V,-5.646602663,-3.131478529,2.2922,FALSE,0,1.9762,627.46685
mp-1195827,Sr4Li4Al4F24,Sr,-5.659025608,-3.876707168,7.3233,TRUE,[164563],1.97636,627.4151
mp-997394,Nb2Ag2F12,Nb,-5.584828705,-2.880986849,2.864,FALSE,0,1.97666,627.32026
mvc-3742,V4Zn4F20,V,-5.177511106,-2.907361889,2.471,FALSE,0,1.97672,627.30107
mp-1120731,Na4V4F24,V,-5.118505226,-2.94309208,3.2462,FALSE,0,1.97688,627.25024
mp-6153,Na12Li12V8F48,V,-5.286074763,-3.193279552,2.5643,TRUE,"[60364, 61611]",1.97693,627.23556
mp-1540904,K2Ta2F12,Ta,-6.309248792,-3.601117494,6.2586,FALSE,0,1.97701,627.20997
mp-7571,K2Nb2F12,Nb,-5.907313729,-3.418741505,5.1353,FALSE,0,1.97701,627.20997
mvc-14224,Mg2W2F10,W,-5.533949175,-3.052834695,3.263,FALSE,0,1.97719,627.15363
mvc-15785,Y1Sn1F5,Y,-6.083966289,-3.552046602,3.1233,FALSE,0,1.97726,627.13012
mp-1210466,Na4Mg2Sc2F14,Sc,-5.588620045,-3.704606181,6.1843,FALSE,0,1.97736,627.09743
mp-759511,Li8V4F24,V,-5.350719752,-3.139761351,2.081,FALSE,0,1.97743,627.07656
mp-1112457,K2Ag1Mo1F6,Mo,-4.709304509,-2.569917436,2.5573,FALSE,0,1.97758,627.02903
mp-1215803,Y2Zr6F30,Zr,-6.944569936,-4.110266908,5.6286,FALSE,0,1.97774,626.97676
mp-9348,K1Rb2Sc1F6,Sc,-5.380069792,-3.569988792,6.5228,TRUE,[81681],1.97791,626.92564
mp-14023,Na12Li12Sc8F48,Sc,-5.584639479,-3.596987964,6.8685,TRUE,[27007],1.97797,626.90611
mp-765480,Li4V4F20,V,-5.416336794,-3.053447683,2.1282,FALSE,0,1.97817,626.84157
mvc-3748,Mg4W4F20,W,-5.529125445,-3.048010965,3.3545,FALSE,0,1.97821,626.83044
mvc-3753,Zn4W4F20,W,-4.961654386,-2.529187969,2.3023,FALSE,0,1.97826,626.81334
mp-756049,Li4V4F16,V,-5.692849495,-3.177725361,2.0836,FALSE,0,1.97831,626.79775
mp-867559,Li4V2F12,V,-5.318875592,-3.107917191,2.117,FALSE,0,1.97835,626.78451
